lookup_text,fbw_percent,fbs_percent,dbs_percent,edbs_percent,cc_percent,booking_percent,lookup_norm,category_name,subject_name,category_norm,subject_norm
Рукоделие Пуговицы,29.5,33.0,25.0,3.0,19.5,19.5,рукоделие пуговицы,Рукоделие,Пуговицы,рукоделие,пуговицы
Рукоделие Лески для спиц,29.5,33.0,25.0,3.0,19.5,19.5,рукоделие лески для спиц,Рукоделие,Лески для спиц,рукоделие,лески для спиц
Рукоделие Воски для свечей,29.5,33.0,25.0,3.0,19.5,19.5,рукоделие воски для свечей,Рукоделие,Воски для свечей,рукоделие,воски для свечей
Рукоделие Подшивы,29.5,33.0,25.0,3.0,19.5,19.5,рукоделие подшивы,Рукоделие,Подшивы,рукоделие,подшивы
Рукоделие Резинки для рукоделия,24.5,28.0,25.0,3.0,19.5,19.5,рукоделие резинки для рукоделия,Рукоделие,Резинки для рукоделия,рукоделие,резинки для рукоделия
Рукоделие Манжеты для шитья,29.5,33.0,25.0,3.0,19.5,19.5,рукоделие манжеты для шитья,Рукоделие,Манжеты для шитья,рукоделие,манжеты для шитья
Рукоделие Мыльные основы,29.5,33.0,25.0,3.0,19.5,19.5,рукоделие мыльные основы,Рукоделие,Мыльные основы,рукоделие,мыльные основы
Рукоделие Цветы декоративные,29.5,33.0,25.0,3.0,19.5,19.5,рукоделие цветы декоративные,Рукоделие,Цветы декоративные,рукоделие,цветы декоративные
Рукоделие Мел портновский,29.5,33.0,25.0,3.0,19.5,19.5,рукоделие мел портновский,Рукоделие,Мел портновский,рукоделие,мел портновский
Рукоделие Наборы для рисования,29.5,33.0,25.0,3.0,19.5,19.5,рукоделие наборы для рисования,Рукоделие Наборы для,рисования,рукоделие наборы для,рисования
Рукоделие Петли-вешалки,24.5,28.0,25.0,3.0,19.5,19.5,рукоделие петли вешалки,Рукоделие,Петли-вешалки,рукоделие,петли вешалки
Рукоделие Лапки для швейных машин,29.5,33.0,25.0,3.0,19.5,19.5,рукоделие лапки для швейных машин,Рукоделие,Лапки для швейных машин,рукоделие,лапки для швейных машин
